,budget,top_genre,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,crew,all_genres
1822,25000000,Comedy,634,"holiday, london england, england, alcohol, sex, lovesickness, telecaster, birthday, christmas party, news broadcast",en,Bridget Jones's Diary,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",35.310712,"Miramax Films, Universal Pictures, Studio Canal, Working Title Films, Little Bird","France, Ireland, United Kingdom, United States of America",4/13/2001,281929795,97.0,English,Released,Health Warning: Adopting Bridget's lifestyle could seriously damage your health.,Bridget Jones's Diary,6.5,1356,"Renée Zellweger, Colin Firth, Hugh Grant, Gemma Jones, Jim Broadbent, James Callis, Sally Phillips, Shirley Henderson, Embeth Davidtz, Lisa Barbuscia","Tim Bevan, Eric Fellner, Michelle Guish, Richard Curtis, Stuart Dryburgh, David Harris, Rachael Fleming, Brian Donovan, Peter McAleese, Debra Hayward","Comedy, Romance, Drama"
1823,25000000,Comedy,392,"chocolate, mayor, praline, single, mother daughter relationship",en,Chocolat,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.",28.727731,"Miramax Films, David Brown Productions, Fat Free","United Kingdom, United States of America",12/14/2000,152500343,121.0,"English, Français",Released,...and the world is still indulging!,Chocolat,6.8,951,"Juliette Binoche, Alfred Molina, Johnny Depp, Judi Dench, Leslie Caron, Carrie-Anne Moss, Aurelien Parent Koenig, Lena Olin, Peter Stormare, John Wood","Suzanne Smith, Roger Pratt, Alan C. Blomquist, Bob Weinstein, Harvey Weinstein, Billy Hopkins, Rachel Portman, Lasse Hallström, Joanne Harris, Joanne Harris","Comedy, Drama, Romance"
1824,45000000,Comedy,10327,"washington d.c., boston, chambers of a barrister, tierversuch, lawyer",en,"Legally Blonde 2: Red, White & Blonde","After Elle Woods, the eternally perky, fashionably adventurous, famously blonde Harvard Law grad gets fired by her law firm because of her opposition to animal testing, she takes her fight to Washington. As an aide for Congresswoman Victoria Rudd, she pushes for a bill to ban testing once and for all, but it's her building's doorman who advises her on how to get her way on the Hill.",4.340616000000001,"Type A Films, Marc Platt Productions, Metro-Goldwyn-Mayer (MGM)",United States of America,7/2/2003,124914842,95.0,English,Released,Bigger. Bolder. Blonder.,"Legally Blonde 2: Red, White & Blonde",5.1,377,"Reese Witherspoon, Sally Field, Regina King, Jennifer Coolidge, James Newman, Luke Wilson, Bruce McGill, Dana Ivey, Mary Lynn Rajskub, Alanna Ubach","Reese Witherspoon, Elliot Davis, Peter Teschner, Marc Platt, Rolfe Kent, David Nicksay, Kate Kondell, Charles Herman-Wurmfeld",Comedy
1825,25000000,Comedy,88042,,en,Parental Guidance,Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,14.604910999999998,"Twentieth Century Fox Film Corporation, Dune Entertainment, Dune Entertainment III, Chernin Entertainment, Walden Media, Face Productions",United States of America,12/25/2012,119772232,104.0,English,Released,Here come the grandparents.  There go the rules.,Parental Guidance,5.7,210,"Billy Crystal, Bette Midler, Marisa Tomei, Tom Everett Scott, Bailee Madison, Joshua Rush, Kyle Harrison Breitkopf, Jennifer Crystal Foley, Rhoda Griffis, Gedde Watanabe","David J. Bomba, John R. Jensen, Kent Beyda, Marcia Ross, Andy Fickman, Melissa Carter, Peter Chernin, Dylan Clark, Stu Gibbs, Genevieve Tyrrell",Comedy
1826,25000000,Comedy,41630,"father son relationship, casual meeting, student of medicine, friends, valentine, male female relationship, open relationship, sexual humor, best friend, casual sex",en,No Strings Attached,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",38.688821999999995,"Katalyst Films, The Montecito Picture Company, Handsomecharlie Films",United States of America,1/21/2011,147780440,107.0,English,Released,Friendship has its benefits.,No Strings Attached,6.1,1331,"Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes, Greta Gerwig, Lake Bell, Olivia Thirlby, Ludacris, Jake Johnson, Mindy Kaling","Julie Weiss, Doug Jackson, Natalie Portman, John Debney, Roger Birnbaum, Gary Barber, Ida Random, Edward Tise, Ivan Reitman, Ivan Reitman","Comedy, Romance"
1827,25000000,Action,11969,"retirement, wyatt earp, right and justice, historical figure",en,Tombstone,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",30.537845,"Hollywood Pictures, Cinergi Pictures Entertainment",United States of America,12/25/1993,56505065,130.0,"English, Latin, Español",Released,Justice is coming.,Tombstone,7.4,626,"Kurt Russell, Val Kilmer, Sam Elliott, Bill Paxton, Powers Boothe, Michael Biehn, Charlton Heston, Jason Priestley, Jon Tenney, Stephen Lang","Gordon Davidson, Lora Kennedy, Frank J. Urioste, Gene Serdena, Kevin Jarre, Sean Daniel, James Jacks, Mark Worthington, Dale L. Martin, Joseph A. Porro","Action, Adventure, Drama, History, Western"
1828,25000000,Action,2085,"martial arts, hip-hop, oakland, asian, asian man, asian lead",en,Romeo Must Die,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang SIng and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead â€¦ or worse!",19.750059,"Silver Pictures, Warner Bros.",United States of America,3/20/2000,91036760,115.0,"English, 普通话",Released,"In the city ruled by criminals, two families have forgotten their fear. He will make them remember.",Romeo Must Die,6.0,330,"Jet Li, Aaliyah, Isaiah Washington, Russell Wong, DMX, Delroy Lindo, D.B. Woodside, Jon Kit Lee, Edoardo Ballerini, Anthony Anderson","Lora Kennedy, Stanley Clarke, Andrzej Bartkowiak, Eric Bernt, John Jarrell, Derek Brechin, Glen MacPherson","Action, Crime, Thriller"
1829,2800000,Horror,794,"monk, prophecy, ambassador, nanny, rottweiler, devil's son, revelation, aggression by animal, photography, paranormal phenomena",en,The Omen,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesnâ€™t know is that their new son is the son of the devil. A classic horror film with Gregory Peck from 1976.",25.939385,"Twentieth Century Fox Film Corporation, Mace Neufeld Productions","United Kingdom, United States of America",6/6/1976,60922980,111.0,"English, Italiano, Latin",Released,It is the greatest mystery of all because no human being will ever solve it.,The Omen,7.2,476,"Gregory Peck, Lee Remick, David Warner, Billie Whitelaw, Harvey Stephens, Patrick Troughton, Martin Benson, Robert Rietty, Tommy Duggan, John Stride","Gilbert Taylor, Jerry Goldsmith, Stuart Baird, Mace Neufeld, Richard Donner, Harvey Bernhard, George Gibbs, Charles Orme, Maude Spector, Lionel Newman","Horror, Thriller"
1830,25000000,Horror,9286,"beheading, dying and death, stroke of fate",en,Final Destination 3,"A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself â€“ which seeks out those who escaped their fate.",31.64341,"New Line Cinema, Zide-Perry Productions, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG, Hard Eight Pictures, Matinee Pictures, Practical Pictures","Canada, Germany, United States of America",2/10/2006,117719158,93.0,English,Released,This Ride Will Be The Death Of You.,Final Destination 3,5.8,974,"Mary Elizabeth Winstead, Ryan Merriman, Kris Lemche, Alexz Johnson, Sam Easton, Jesse Moss, Gina Holden, Texas Battle, Chelan Simmons, Crystal Lowe","John Papsidera, Heike Brandstatter, Coreen Mayrs, Dino Dimuro, Mark S. Freeborn, Craig Perry, Warren Zide, Shirley Walker, Glenn Morgan, Glenn Morgan","Horror, Mystery"
1832,60000000,Adventure,1265,"brother sister relationship, friendship, bullying, neighbor, school, drawing, based on children's book, school bus, imagination, creek",en,Bridge to Terabithia,"Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.",40.646102,"Walden Media, Hal Lieberman Company, Lauren Levine Productions Inc.",United States of America,2/16/2007,137587063,96.0,English,Released,"Close your eyes, but keep your mind wide open.",Bridge to Terabithia,7.0,1113,"Josh Hutcherson, AnnaSophia Robb, Robert Patrick, Zooey Deschanel, Bailee Madison, Kate Butler, Emma Fenton, Latham Gaines, Judy McIntosh, Grace Brannigan","Michael Chapman, John Gilbert, Hal Lieberman, Gábor Csupó, Jeff Stockwell, Katherine Paterson, Lauren Levine, David Paterson, Aaron Zigman, Stephanie Corsalini","Adventure, Drama, Family"
1833,25000000,Drama,866,"london england, scotland, parents kids relationship, becoming an adult, fantasy, mother role, childhood memory, success, widow, theatre play",en,Finding Neverland,Finding Neverland is an amusing drama about how the story of Peter Pan and Neverland came to be. During a writing slump play writer J.M. Barrie meets the widowed Sylvia and her three children who soon become an important part of Barrieâ€™s life and the inspiration that lead him to create his masterpiece â€œPeter Pan.â€,34.160447999999995,"Miramax Films, Film Colony","United Kingdom, United States of America",10/17/2004,116766556,106.0,English,Released,Where will your imagination take you?,Finding Neverland,7.2,1223,"Johnny Depp, Kate Winslet, Julie Christie, Dustin Hoffman, Freddie Highmore, Radha Mitchell, Kate Maberly, Joe Prospero, Nick Roud, Luke Spill","Peter Russell, Gemma Jackson, Marc Forster, David Magee, Richard N. Gladstein, Nellie Bellflower, Roberto Schaefer, Allan Knee, Allan Knee, Matt Chesse",Drama
1834,0,Comedy,175555,christmas,en,A Madea Christmas,Madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas.,5.377155,Lions Gate,United States of America,12/13/2013,0,100.0,English,Released,This Little Fool Thinks She's Getting A Damn Pony,A Madea Christmas,7.0,35,"Tyler Perry, Anna Maria Horsford, Tika Sumpter, Eric Lively, Chad Michael Murray, Alicia Witt, Kathy Najimy, Larry the Cable Guy, Lisa Whelchel, Jonathan Chase","Aaron Zigman, Alexander Gruszynski, Tyler Perry, Tyler Perry, Tyler Perry","Comedy, Drama"
1835,25000000,Action,75174,"alcohol, isolation, wolf, wilderness, forest, stranded, alaska, survival, airplane crash, fear",en,The Grey,An oil drilling team struggles to survive after a plane crash strands them in the wilds of Alaska. Hunting them is a pack of wolves that sees them as intruders.,48.552871,"Scott Free Productions, 1984 Private Defense Contractors, LD Entertainment, Open Road Films, Inferno Distribution, Chambara Pictures","Canada, United States of America",1/26/2012,77278331,117.0,English,Released,Live or Die on This Day,The Grey,6.4,1451,"Liam Neeson, Dermot Mulroney, Frank Grillo, Dallas Roberts, Joe Anderson, Nonso Anozie, James Badge Dale, Ben Bray, Larissa Stadnichuk, James Bitonti","John Papsidera, Ridley Scott, Tony Scott, Mark Gingras, Bill Johnson, Kristen Branan, Roger Barton, Gitte Axen, Ross Dempster, Jules Daly","Action, Drama, Thriller"
1836,25000000,Horror,11096,"house, imaginary friend, suspense, loss of wife",en,Hide and Seek,"David Callaway tries to piece together his life in the wake of his wife's suicide and has been left to raise his nine-year-old daughter, Emily on his own. David is at first amused to discover that Emily has created an imaginary friend named 'Charlie', but it isn't long before 'Charlie' develops a sinister and violent side, and as David struggles with his daughter's growing emotional problems, he comes to the frightening realisation that 'Charlie' isn't just a figment of Emily's imagination.",18.228538,"Twentieth Century Fox Film Corporation, Fox 2000 Pictures, Josephson Entertainment, MBC Beteiligungs Filmproduktion",United States of America,1/27/2005,122644820,101.0,English,Released,"Come out, come out, whatever you are.",Hide and Seek,6.1,440,"Robert De Niro, Dakota Fanning, Famke Janssen, Elisabeth Shue, Amy Irving, Dylan Baker, Melissa Leo, Robert John Burke, Molly Grant Kallins, Brendan Sexton III","Dariusz Wolski, Aude Bronson-Howard, Joseph M. Caracciolo Jr., John Ottman, Dennis Bradford, Steven Kirshoff, John Caglione Jr., John Polson, Jeffrey Ford, Barry Josephson","Horror, Mystery, Thriller"
1837,26000000,Comedy,8699,"journalism, sexism, ladder, panda, tv show in film, mustache, misogynist, newsroom, teleprompter, gang warfare",en,Anchorman: The Legend of Ron Burgundy,"It's the 1970s, and San Diego super-sexist anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",29.342744,Apatow Productions,United States of America,7/9/2004,90574188,94.0,English,Released,They bring you the news so you don't have to get it yourself.,Anchorman: The Legend of Ron Burgundy,6.7,1493,"Will Ferrell, Christina Applegate, Paul Rudd, David Koechner, Steve Carell, Fred Willard, Chris Parnell, Vince Vaughn, Luke Wilson, Ben Stiller","Will Ferrell, David O. Russell, Thomas E. Ackerman, Alex Wurman, Judd Apatow, Shauna Robertson, Brent White, Adam McKay",Comedy
